Stork Club Cocktail, The Craft of the Cocktail, 1.5 ounces Gin, .5 ounce Triple Sec, .25 ounce Lime Juice, 1 ounce Orange Juice, dash Angostura Bitters, Flamed Orange Peel (Garnish),,,,,,,,
Sundowner, The Craft of the Cocktail, 1.5 ounces Malibu Coconut Rum, 5 ounces Pineapple Juice, 2 dashes Angostura Bitters,,,,,,,,,,,
Stone Rickey, The Craft of the Cocktail, 1.5 ounces Gin, .5 ounce Lime Juice, 2 ounces Orange Juice, 1 ounce Simple Syrup, 3 ounces Soda Water, slice of Orange (Garnish),,,,,,,,
Stone Fence, The Craft of the Cocktail, 2 ounces Maker's Mark Bourbon Whiskey, 5 ounces Apple Cider, .5 ounce Lemon Juice, 3 dashes Simple Syrup (Optional), slice of Apple (Garnish), Cherry (Garnish),,,,,,,,
Stinger, The Craft of the Cocktail, 2 ounces Cognac, 1 ounce White Crème De Menthe,,,,,,,,,,,,
Stone Sour, The Craft of the Cocktail, 1.5 ounces Old Potrero Rye Whiskey, .75 ounce Lemon Juice, 1 ounce Simple Syrup, 1 ounce Orange Juice, slice of Orange (Garnish), Cherry (Garnish),,,,,,,,
Stella's Rose, The Craft of the Cocktail, 2 ounces Bourbon Whiskey, 2 dashes Grenadine, 2 dashes Peychaud's Bitters, Flamed Orange Peel (Garnish),,,,,,,,,,
Stilletto, The Craft of the Cocktail, 1 ounce Amaretto, .5 ounce Marie Brizard Banana Liqueur, 1 ounce Orange Juice, 1 ounce Pineapple Juice, Flamed Orange Peel (Garnish),,,,,,,,,
Steeplechase, The Craft of the Cocktail, 3 or 4 leaves of Mint, .25 ounce Blackberry Brandy, .25 ounce Curaçao, 2 ounces Bourbon Whiskey, 2 dashes Angostura Bitters, 2 ounces Orange Juice, 1 sprig of Mint (Garnish),,,,,,,
Star Cocktail, The Craft of the Cocktail, 2 ounces Applejack, 1 ounce Sweet Italian Vermouth, 2 dashes Angostura Bitters, Cherry (Garnish),,,,,,,,,,
South Of The Border, The Craft of the Cocktail, 1.5 ounces Malibu Coconut Rum, .5 ounce Amaretto, 5 ounces Pineapple Juice,,,,,,,,,,,
South Coast Cocktail, The Craft of the Cocktail, 2.5 ounces Full-bodied Scotch Whisky, .5 ounce Curaçao, .5 ounce Lemon Juice, .25 ounce Simple Syrup, 2.5 ounces Soda Water, 2 Flamed Orange Peel (Garnish),,,,,,,,
Sparkling Hunt Punch, The Craft of the Cocktail, .25 ounce Light Rum, .5 ounce Amaretto Di Saronno, .5 ounce Marie Brizard Cherry Liqueur, 1 ounce Orange Juice, 3 ounces Champagne,,,,,,,,,
Southside, The Craft of the Cocktail, 2 sprigs of Mint, 2 pieces Lime, .75 ounce Lime Juice, 1 ounce Simple Syrup, 2 ounces Gin, 3 or 4 ounces Soda Water,,,,,,,,
Soho Martini, The Craft of the Cocktail, 2 ounces Vodka, .5 ounce Stolichnaya Vanil Vodka, .5 ounce Curaçao, Dash Orange Bitters, Flamed Orange Peel (Garnish),,,,,,,,,
South Beach, The Craft of the Cocktail, .75 ounce Campari, .75 ounce Amaretto, 2 ounces Orange Juice, .5 ounce Simple Syrup (Optional), Flamed Orange Peel (Garnish),,,,,,,,,
Sour Apple Martini, The Craft of the Cocktail, 2 ounces Citrus Vodka, .5 ounce Sour Apple Pucker, .5 ounce Cointreau, .75 ounce Lemon Juice, Thin slice Granny Smith Apple (Garnish),,,,,,,,,
Smith And Kearns, The Craft of the Cocktail, 2 ounces Kahlúa, 3 ounces Half-and-half, Soda Water,,,,,,,,,,,
Smoky Martini, The Craft of the Cocktail, 2.5 ounces Gin, splash of Smoky Blended Scotch Whisky, Lemon Peel (Garnish),,,,,,,,,,,
Sloe Gin Fizz, The Craft of the Cocktail, 1 ounce Sloe Gin, 1 ounce Gin, .75 ounce Lemon Juice, 1 ounce Simple Syrup, 3 to 4 ounces Soda Water, slice of Orange (Garnish), Cherry (Garnish),,,,,,,
Yeomen Warder, Death & Co, 2 ounces Beefeater London Dry Gin, .75 ounce Dolin Dry Vermouth, .25 ounce Cynar, .25 ounce Luxardo Maraschino Liqueur,,,,,,,,,,
Sloe Comfortable Screw, The Craft of the Cocktail, 1 ounce Sloe Gin, 1 ounce Southern Comfort, 4 ounces Orange Juice, slice of Orange (Garnish),,,,,,,,,,
Slippery Nipple, The Craft of the Cocktail, .75 ounce Baileys Irish Cream, .75 ounce Sambuca, .75 ounce Brandy,,,,,,,,,,,
Sidecar, The Craft of the Cocktail, 1 ounce Brandy, 1 ounce Cointreau, .75 ounce Lemon Juice, Flamed Orange Peel (Garnish),,,,,,,,,,
Sherry Cocktail, The Craft of the Cocktail, 2.5 ounces Fino Sherry, .5 ounce Absinthe, .5 ounce Maraschino Liqueur, Flamed Orange Peel (Garnish),,,,,,,,,,
Singapore Sling, The Craft of the Cocktail, 1.5 ounces Gin, .5 ounce Peter Heering Cherry Heering, .25 ounce Cointreau, .25 ounce Bénédictine, 2 ounces Pineapple Juice, dash Angostura Bitters, 2 dashes Grenadine, .5 ounce Lime Juice, Soda Water (Optional), slice of Orange (Garnish), Cherry (Garnish),,,
Silver Fizz, The Craft of the Cocktail, 1.5 ounces Gin, .75 ounce Lemon Juice, 1.5 ounces Simple Syrup, 1 small Egg White, 3 ounces Soda Water,,,,,,,,,
Sex On The Beach, The Craft of the Cocktail, 1.5 ounces Vodka, .5 ounce Peachtree Schnapps, .25 ounce Chambord Raspberry Liqueur, 2 ounces Cranberry Juice, 2 ounces Pineapple Juice,,,,,,,,,
Sevilla, The Craft of the Cocktail, 3 ounces Stolichnaya Ohranj Vodka, .75 ounce Lustau East India Solera Reserva Sherry, Flamed Orange Peel (Garnish),,,,,,,,,,,
Sherry Cobbler, The Craft of the Cocktail, 2  wedges Pineapple, 2 slices Orange, 2 wedges Lemon, .5 ounce Maraschino Liqueur, 3 ounces Medium Sherry, .5 ounce Lemon Juice, 2 ounces Orange Juice,,,,,,,
Shandygaff, The Craft of the Cocktail, .5 pint Ale, .5 pint Ginger Beer, 1 ounce Curaçao, .5 ounce Lemon Juice, 1 Lemon Zest (Garnish),,,,,,,,,
Sea Breeze, The Craft of the Cocktail, 1.5 ounces Vodka, 4 ounces Grapefruit Juice, 1.5 ounces Cranberry Juice, wedge of Lime (Garnish),,,,,,,,,,
Screwdriver, The Craft of the Cocktail, 1.5 ounces Vodka, 5 ounces Orange Juice, slice of Orange (Garnish),,,,,,,,,,,
Scorpino, The Craft of the Cocktail, 2 ounces Vodka, 2 ounces Heavy Cream, 1 ounce Cointreau, 1 big scoop of Lemon Italian Ice,,,,,,,,,,
Scarlett's Torch, The Craft of the Cocktail, 1 ounce Bourbon Whiskey, .5 ounce Marie Brizard Peach Liqueur, .25 ounce Simple Syrup, .25 ounce Lemon Juice, .5 ounce Cranberry Juice, .5 ounce Orange Juice, Flamed Orange Peel (Garnish),,,,,,,
Scarlett O'Hara, The Craft of the Cocktail, 2 ounces Southern Comfort, .5 ounce Lime Juice, 1 ounce Cranberry Juice,,,,,,,,,,,
Screaming Orgasm, The Craft of the Cocktail, 1 ounce Vodka, 1 ounce Amaretto, 1 ounce Kahlúa, 1 ounce Baileys Irish Cream, 1 ounce Heavy Cream,,,,,,,,,
Sazerac, The Craft of the Cocktail, splash of Ricard, 1 ounce VS Cognac, 1 ounce Rye Whiskey, .5 ounce Simple Syrup, 2 dashes Peychaud's Bitters, 2 dashes Angostura Bitters, Lemon Peel (Garnish),,,,,,,
Scorpion, The Craft of the Cocktail, 2 wedges of Pineapple, 2 Cherry, 1 ounce Rum, 1 ounce Brandy, .75 ounce Lemon Juice, .5 ounce Simple Syrup, 1 ounce Orange Juice, .5 ounce Orgeat,,,,,,
Saratoga Cocktail, The Craft of the Cocktail, 3 to 4 1-inch cubes of Pineapple, 2 Strawberry, .25 ounce Maraschino Liqueur, 3 dashes Angostura Bitters, .5 ounce Simple Syrup, 1.5 ounces Cognac, Lemon Peel (Garnish),,,,,,,
San Salvador, The Craft of the Cocktail, 1.5 ounces Dark Rum, 1 ounce Curaçao, .5 ounce Lime Juice, 1.5 ounces Orange Juice, slice of Orange (Garnish), slice of Lime (Garnish),,,,,,,,
Salty Dog, The Craft of the Cocktail, 1 piece of Lemon Or Lime, Coarse Salt, For Rimming, 1.5 ounces Vodka, Grapefruit Juice,,,,,,,,,
Satan's Whiskers, The Craft of the Cocktail, 1 ounce Gin, .5 ounce Sweet Vermouth, .5 ounce Dry Vermouth, .5 ounce Grand Marnier, 1 ounce Orange Juice, dash Angostura Or Orange Bitters, Flamed Orange Peel (Garnish),,,,,,,
Wicked Kiss, Death & Co, 1 ounce Rittenhouse 100 Rye Whiskey, 1 ounce Laird's Bonded Apple Brandy, .25 ounce Yellow Chartreuse, .25 ounce Bénédictine, 1 dash Angostura Bitters,,,,,,,,,
Waterloo Sunset, Death & Co, 7 leaves of Mint, .5 ounce Rich Cane Sugar Syrup, 1 ounce Szechuan Peppercorn-Infused Plymouth Gin, 1 ounce Beefeater London Dry Gin, .5 ounce Dolin Blanc Vermouth, 1.5 ounces Watermelon Juice, .75 ounce Lime Juice, Sprig of Mint (Garnish),,,,,,
White Negroni, Death & Co, 1.5 ounces Fords Gin, .75 ounce Dolin Blanc Vermouth, .75 ounce Suze Saveur D'Autrefois Liqueur, Lemon Peel (Garnish),,,,,,,,,,
Whiskey Sour, Death & Co, 2 ounces Buffalo Trace Bourbon, .75 ounce Lemon Juice, .75 ounce Simple Syrup, 1 Egg White, 1 dash Angostura Bitters (Garnish), Crescent of Orange (Garnish), Flag with Cherry (Garnish),,,,,,,
Whirling Tiger, Death & Co, 2 ounces Buffalo Trace Bourbon, 1 ounce Fuji Apple Juice, .75 ounce Lemon Juice, .5 ounce Ginger Syrup, Slice of Fuji Apple (Garnish),,,,,,,,,
Salt-And-Pepper Highball, The Craft of the Cocktail, 1.5 ounces Gin, .75 ounce Lemon Juice, 1 ounce Simple Syrup, 3 ounces Grapefruit Juice, 3 dashes Angostura Bitters,,,,,,,,,
Salt-And-Pepper Martini, The Craft of the Cocktail, 1.5 ounces Gin, .75 ounce Lemon Juice, .75 ounce Grapefruit Juice, 1 ounce Simple Syrup, 2 dashes Angostura Bitters,,,,,,,,,
Sake-Tini, The Craft of the Cocktail, 2.5 ounces Gin, .25 ounce Dry Sake, .25 ounce Curaçao,,,,,,,,,,,
Rye Club Cocktail, The Craft of the Cocktail, 1.5 ounces Old Potrero Rye Whiskey, 1 ounce Curaçao, dash Orange Bitters (or Angostura Bitters),,,,,,,,,,,
Royal Hawaiian, The Craft of the Cocktail, 1.5 ounces Gin, .5 ounce Lemon Juice, 1 ounce Pineapple Juice, .25 ounce Orgeat,,,,,,,,,,
Rusty Nail, The Craft of the Cocktail, 2 ounces Scotch Whisky, .75 ounce Drambuie,,,,,,,,,,,,
Rum Swizzle, The Craft of the Cocktail, 1.5 ounces Barbados Rum, .75 ounce Lime Juice, 1 ounce Simple Syrup, dash Falernum, 3 dashes Angostura Bitters, wheel of Lime (Garnish),,,,,,,,
Rum Runner, The Craft of the Cocktail, 1 piece of Lime, 1 ounce Light Rum, 1 ounce Gold Rum, 2 ounces Pineapple Juice, .5 ounce Lime Juice, 1 ounce Simple Syrup, 1 small Egg White, dash Peychaud's Bitters, dash Angostura Bitters, Tropical Fruit (Garnish),,,,
Royal Romance, The Craft of the Cocktail, 1.5 ounces Gin, .5 ounce Grand Marnier, 1 ounce Passion Fruit Juice, 2 dashes Grenadine, Flamed Orange Peel (Garnish),,,,,,,,,
Village To Village, Death & Co, 1.5 ounces Chinaco Verde Blanco Tequila, .5 teaspoon St. Elizabeth Allspice Dram, 1.5 ounces Fuji Apple Juice, .75 ounce Lemon Juice, .5 ounce Acacia Honey Syrup, .5 teaspoon Ginger Syrup, 2 dashes Angostura Bitters (Garnish), Sprig of Mint (Garnish),,,,,,
Vieux Carré, Death & Co, 1 ounce Rittenhouse 100 Rye Whiskey, 1 ounce Pierre Ferrand Ambre Cognac, 1 ounce Carpano Antica Formula Vermouth, 1 teaspoon Bénédictine, 1 dash Angostura Bitters, 1 dash House Peychaud's Bitters, Lemon Peel (Garnish),,,,,,,
Vejk Sling, Death & Co, 2 ounces Compass Box Asyla Scotch Whisky, 1 ounce Chamomile-Infused Bianco Vermouth, .5 ounce Lemon Juice, .75 ounce Simple Syrup, 1 dash House Orange Bitters, Club Soda, Lemon Peel (Garnish),,,,,,,
Vampire Blues, Death & Co, 1.5 ounces Old Weller Antique 107 Bourbon, .5 ounce East India Solera Sherry, .5 ounce Lemon Juice, .5 ounce Simple Syrup, 1 teaspoon Pumpkin Butter, 2 dashes Angostura Bitters, 1 stick of Cinnamon (Garnish),,,,,,,
Velvet Warhol, Death & Co, 2 ounces Banana Chip-Infused Gosling's Black Seal Rum, .25 ounce Marie Brizard White Crème De Cacao, 2 dashes Bitter Truth Aromatic Bitters, 1 ounce Heavy Cream,,,,,,,,,,
Royal Fizz, The Craft of the Cocktail, 1.5 ounces Gin, .75 ounce Lemon Juice, 1.5 ounces Simple Syrup, 1 Egg, Soda Water,,,,,,,,,
Royal Cocktail, The Craft of the Cocktail, 1.5 ounces Gin, .75 ounce Dry Vermouth, .75 ounce Peter Heering Cherry Heering, Flamed Lemon Peel (Garnish),,,,,,,,,,
Uno Dos Tres, Death & Co, 1.5 ounces Siembra Azul Reposado Tequila, .75 ounce Grapefruit-Infused Punt E Mes, .5 ounce Campari, .25 ounce Cynar, 1 dash Bittermens Xocolatl Mole Bitters, Orange Peel (Garnish),,,,,,,,
Ty Cobbler, Death & Co, 3 Brandied Cherry, 1 cube of White Sugar, 2 ounces Siete Leguas Blanco Tequila, .5 ounce Cynar, 1 dash Bittermens Xocolatl Mole Bitters, Wheel of Orange (Garnish),,,,,,,,
Rosy Martini, The Craft of the Cocktail, 2 ounces Citrus Vodka, .5 ounce Cointreau, .5 ounce Red Dubonnet, Flamed Orange Peel (Garnish),,,,,,,,,,
Rosetta, The Craft of the Cocktail, 1.5 ounces Stolichnaya Ohranj Vodka, .5 ounce Cointreau, .75 ounce Campari, 1 ounce Orange Juice, Flamed Orange Peel (Garnish),,,,,,,,,
Rosarita Highball, The Craft of the Cocktail, 1.5 ounces Tequila, .5 ounce Crème De Cassis, .25 ounce Lime Juice, 4 ounces Ginger Ale, slice of Cucumber (Garnish),,,,,,,,,
Rosarita, The Craft of the Cocktail, .75 ounce Triple Sec, .75 ounce Alizé Red Passion, .75 ounce Tequila,,,,,,,,,,,
Roasted Almond, The Craft of the Cocktail, .75 ounce Amaretto, .75 ounce Kahlúa, .75 ounce Vodka, 2 ounces Heavy Cream,,,,,,,,,,
Ritz Cocktail, The Craft of the Cocktail, 1 ounce Cognac, .5 ounce Cointreau, .25 ounce Maraschino Liqueur, .25 ounce Lemon Juice, Champagne, Flamed Orange Peel (Garnish),,,,,,,,
Rising Sun, The Craft of the Cocktail, 2 ounces Brandy, .5 ounce Maraschino Liqueur, .5 ounce Pineapple Juice, .5 ounce Curaçao, 2 dashes Angostura Bitters, Lemon Peel (Garnish), 1 Strawberry (Garnish),,,,,,,
Rob Roy, The Craft of the Cocktail, 2.5 ounces Scotch Whisky, 1 ounce Sweet Italian Vermouth, dash Angostura Bitters, Lemon Peel (Garnish),,,,,,,,,,
Ricard Tomate, The Craft of the Cocktail, 2 ounces Ricard, .25 ounce Grenadine, 4 to 5 ounces Water,,,,,,,,,,,
Red Manhattan, The Craft of the Cocktail, 2.5 ounces Absolut Kurant Vodka, .75 ounce Saint-Raphaël Apértif De France, 2 dashes Angostura Bitters, Cherry (Garnish),,,,,,,,,,
Tom Bomb, Death & Co, 1.5 ounces Ransom Old Tom Gin, .25 ounce Donn's Spices #2, .5 ounce Lemon Juice, .5 ounce Pineapple Juice, .25 ounce Orgeat, .25 ounce Acacia Honey Syrup,,,,,,,,
Red Snapper, The Craft of the Cocktail, 1.5 ounces Gin, 2 dashes Worcestershire Sauce, 4 dashes Tabasco Sauce, pinch of Salt, pinch of Pepper, .25 ounce Lemon Juice, 4 ounces Tomato Juice,,,,,,,
Tommy And The Ron-Dels, Death & Co, .75 ounce El Tesoro Reposado Tequila, .25 ounce Del Maguey Chichicapa Mezcal, 1 ounce Ron Del Barrilito 3-Star Rum, .5 ounce Galliano L'Autentico, 1 dash Vieux Pontarlier Absinthe, 1 ounce Lime Juice, .5 ounce Agave Nectar, 1 dash Bittermens 'Elemakule Tiki Bitters, Wheel of Lime (Garnish),,,,,
Tiki-Tiki Tom-Tom, Death & Co, 1.5 ounces El Dorado 15-Year Rum, .5 ounce Scarlet Ibis Rum, .5 ounce Drambuie, 1 teaspoon Strega Liqueur, .5 teaspoon Acacia Honey Syrup,,,,,,,,,
Thomas's Daiquiri, Death & Co, 2 ounces Caña Brava Rum, 1 ounce Lime Juice, .5 ounce Rich Cane Sugar Syrup, Wedge of Lime (Garnish),,,,,,,,,,
The Vanderbilt, Death & Co, 1.5 ounces Laird's Bonded Apple Brandy, 1 ounce Gran Classico Bitter, .75 ounce Mathilde Poire Pear Liqueur,,,,,,,,,,,
The Risk Pool, Death & Co, 2 ounces Hayman's Old Tom Gin, .25 ounce Rothman & Winter Crème De Violette, .75 ounce Lime Juice, .5 ounce Grapefruit Juice, .75 ounce Simple Syrup,,,,,,,,,
The Monroe, Death & Co, 1.5 ounces Anchor Junipero Gin, .5 teaspoon Massenez Crème De Pêche Peach Liqueur, .25 ounce Orgeat, 3 dashes House Peychaud's Bitters, 1 dash House Orange Bitters, .5 ounce Club Soda,,,,,,,,
The Joy Division, Death & Co, 2 ounces Beefeater London Dry Gin, 1 ounce Dolin Dry Vermouth, .5 ounce Cointreau, 3 dashes Vieux Pontarlier Absinthe, Lemon Peel (Garnish),,,,,,,,,
The Green Mile, Death & Co, 2 ounces Barbancourt White Rum, .5 ounce Green Chartreuse, 2 dashes Vieux Pontarlier Absinthe, .75 ounce Lime Juice, .5 ounce Simple Syrup, 4 leaves of Thai Basil, 1 leaf Thai Basil (Garnish),,,,,,,
The Great Pretender, Death & Co, Rim with Sugar (Garnish), Rim with Cinnamon (Garnish), 2 ounces Smith & Cross Rum, .5 ounce Pineapple Juice, .5 ounce Lime Juice, .5 ounce Vanilla Syrup, 1 teaspoon Cinnamon Bark Syrup,,,,,,,
The Gift Shop, Death & Co, 3 wheels of Cucumber, 2 ounces Banks 5-Island White Rum, .5 ounce Cardamaro, .75 ounce Lime Juice, .75 ounce Simple Syrup, 1 dash Angostura Bitters, 3 wheels of Cucumber (Garnish),,,,,,,
Rainbow Sour, The Craft of the Cocktail, 1 ounce Pineau Des Charentes, 1 ounce Marie Brizard Apry, .75 ounce Lemon Juice, .5 ounce Simple Syrup, Cherry, slice of Orange (Garnish),,,,,,,,
Red Lion, The Craft of the Cocktail, 1 ounce Grand Marnier, 1 ounce Dry Gin, .5 ounce Orange Juice, .5 ounce Lemon Juice, Flamed Orange Peel (Garnish),,,,,,,,,
Red Beer, The Craft of the Cocktail, 2 ounces Tomato Juice, Lager,,,,,,,,,,,,
Rainbow Punch, The Craft of the Cocktail, 3 ounces Orange Juice, .5 ounce Lime Juice, 3 ounces Pineapple Juice, .5 ounce Simple Syrup, .25 ounce Grenadine, 2 dashes Angostura Bitters, splash of Soda Water, Cherry (Garnish), slice of Orange (Garnish),,,,,
Ramos Fizz, The Craft of the Cocktail, 1.5 ounces Gin, .5 ounce Lemon Juice, .5 ounce Lime Juice, 1.25 ounces Simple Syrup, 2 ounces Milk, 1 small Egg White, 2 drops Orange Flower Water, 3 ounces Soda Water,,,,,,
Rainbow Julep, The Craft of the Cocktail, 2 tender sprigs of Mint, .5 ounce Marie Brizard Apry, 2 ounces Bourbon Whiskey,,,,,,,,,,,
Punch And Sweet, The Craft of the Cocktail, 3 ounces Orange Juice, 3 ounces Pineapple Juice, .25 ounce Grenadine, .25 ounce Simple Syrup, Soda Water, 7-Up, slice of Orange (Garnish), Cherry (Garnish),,,,,,
Punch And Plain, The Craft of the Cocktail, 3 ounces Orange Juice, 3 ounces Pineapple Juice, .25 ounce Grenadine, .25 ounce Simple Syrup, wedge of Lime, wedge of Lemon, Soda Water, slice of Orange (Garnish), Cherry (Garnish),,,,,
Presidente, The Craft of the Cocktail, 1.5 ounces Light Rum, .75 ounce Curaçao, .75 ounce Dry Vermouth, dash Grenadine,,,,,,,,,,
Presbyterian, The Craft of the Cocktail, 1.5 ounces Bourbon Whiskey, 2.5 ounces Soda Water, 2.5 ounces 7-Up, Lemon Peel (Garnish),,,,,,,,,,
Tenement Yard, Death & Co, 2 ounces Sugar Snap Pea-Infused Plymouth Gin, .5 ounce Dolin Génépy Des Alpes Liqueur, .75 ounce Lemon Juice, .5 ounce Orgeat,,,,,,,,,,
Tea Time At Guillermo's, Death & Co, 1 ounce Fortaleza Reposado Tequila, 1 ounce Scarlet Ibis Rum, .5 ounce Queen Of Earl Tea-Infused Siembra Azul Reposado Tequila, .5 ounce Drambuie, 1 teaspoon Maple Syrup, 1 dash House Orange Bitters, 1 dash Fee Brothers Whiskey Barrel-Aged Bitters,,,,,,,
Tea In The Sahara, Death & Co, Coin, with pith, of Lemon, 2 ounces Coconut Green Tea-Infused Famous Grouse Scotch Whisky, 1 teaspoon Strega Liqueur, 1 teaspoon Acacia Honey Syrup,,,,,,,,
Te Amo, Death & Co, 2 ounces El Tesoro Añejo Tequila, .75 ounce Cocchi Vermouth Di Torino, 2 teaspoons Marie Brizard White Crème De Cacao, 1 teaspoon Cynar, 1 dash House Orange Bitters, 1 dash Bittermens Xocolatl Mole Bitters, 1 dash Bittermens Hellfire Habanero Shrub, Orange Peel (Garnish),,,,,,
Pousse Café, The Craft of the Cocktail, .25 ounce Grenadine, .25 ounce Dark Crème De Cacao, .25 ounce Maraschino Liqueur, .25 ounce Curaçao, .25 ounce Green Crème De Menthe, .25 ounce Marie Brizard Parfait Amour, .5 ounce Cognac,,,,,,,
Take Two, Death & Co, 1 ounce Ron Del Barrilito 3-Star Rum, 1 ounce Bergerac Mix, 1 dash Vieux Pontarlier Absinthe, .75 ounce Lime Juice, .5 ounce Rich Cane Sugar Syrup, Wedge of Lime (Garnish),,,,,,,,
Prairie Oyster, The Craft of the Cocktail, dash Malt Vinegar, Whole of a small Egg Yolk, .5 teaspoon Worcestershire Sauce, .5 teaspoon Tomato Ketchup, 2 dashes Tabasco Sauce,,,,,,,,,
Port Whiskey Punch, The Craft of the Cocktail, 1.5 ounces Jack Daniel's Tennessee Whiskey, .75 ounce Lemon Juice, 1.5 ounces Orange Juice, 1.5 ounces Cranberry Juice, 1 ounce Simple Syrup, 1 ounce Ruby Port, slice of Orange (Garnish),,,,,,,
Port Cobbler, The Craft of the Cocktail, 2  wedges Pineapple, 2 slices Orange, 2 wedges Lemon, 1?2 ounce Curaçao, 4 ounces Ruby Port,,,,,,,,,
Pomegranate Martini, The Craft of the Cocktail, 2 ounces Citrus Vodka, .5 ounce Lemon Juice, .25 ounce Pomegranate Juice, 1 ounce Simple Syrup, Dash Rose Water (Optional), Flamed Orange Peel (Garnish),,,,,,,,
Poinsettia, The Craft of the Cocktail, 2 ounces Cranberry Juice, 4 ounces Champagne, .5 ounce Cointreau,,,,,,,,,,,
Planter's Punch, The Craft of the Cocktail, 1 ounce Dark Rum, 1 ounce Light Rum, .5 ounce Curaçao, 2 ounces Orange Juice, 2 ounces Pineapple Juice, .5 ounce Simple Syrup, .25 ounce Lime Juice, dash Grenadine, dash Angostura Bitters, 2 ounces Soda Water (Optional), slice of Orange (Garnish), Cherry (Garnish),,
Pink Squirrel, The Craft of the Cocktail, .75 ounce Crème De Noyaux, .75 ounce White Crème De Cacao, 1.5 ounces Heavy Cream,,,,,,,,,,,
Pisco Sour, The Craft of the Cocktail, 1.5 ounces Pisco, .75 ounce Lemon Juice, 1 ounce Simple Syrup, 1 small Egg White, Several drops Angostura Bitters,,,,,,,,,
Pink Lady, The Craft of the Cocktail, 1.5 ounces Gin, .25 ounce Grenadine, .75 ounce Simple Syrup, 1 ounce Heavy Cream,,,,,,,,,,
Pink Gin, The Craft of the Cocktail, 2 ounces Gin, 3 dashes Angostura Or Orange Bitters, Lemon Peel (Garnish),,,,,,,,,,,
Sweet And Vicious, Death & Co, 2 slices of Fuji Apple, 2 ounces Old Overholt Rye Whiskey, .5 ounce Dolin Dry Vermouth, .5 ounce Amaro Nonino, 1 teaspoon Maple Syrup, Fan of Apple (Garnish),,,,,,,,
Sweep The Leg, Death & Co, 2 ounces Suntory Hakushu 12-Year Japanese Whisky, .75 ounce Orgeat, .5 ounce Lustau Amontillado Sherry, .5 ounce Lemon Juice, .5 ounce Orange Juice, .25 ounce Acacia Honey Syrup, 1 teaspoon Luxardo Amaro Abano, 1 dash Angostura Bitters, 1 dash Bittermens Xocolatl Mole Bitters, Wheel of Lime (Garnish), Crescent of Orange (Garnish), Brandied Cherry (Garnish), Sprig of Mint (Garnish),
Swearengen Sling, Death & Co, 2 Brandied Cherry, 2 ounces Bulleit Bourbon, .5 ounce Amaro Nonino, .5 ounce Cherry Heering, .5 ounce Lemon Juice, .5 ounce Simple Syrup, Brandied Cherry (Garnish),,,,,,,
Sure Shot, Death & Co, 1.5 ounces Hayman's Old Tom Gin, .5 ounce Bols Genever, .75 ounce Ancho Chile-Infused Dolin Rouge Vermouth, 1 teaspoon Galliano Ristretto, 1 teaspoon Rich Demerara Syrup, 1 dash House Orange Bitters,,,,,,,,
Susie Q, Death & Co, 1.5 ounces Busnel VSOP Calvados, .5 ounce Lemon Juice, .25 ounce Cinnamon Bark Syrup, .25 ounce Ginger Syrup, .25 ounce Vanilla Syrup, 1 dash Angostura Bitters, Sparkling Rosé,,,,,,,
Sunset Gun, Death & Co, 2 fresh leaves of Kaffir Lime, 2 ounces Dorothy Parker Gin, .25 ounce Velvet Falernum, 1 ounce Lime Juice, .5 ounce Orgeat, fresh leaf of Kaffir Lime (Garnish),,,,,,,,
